"Source","Weight_kg","Sex","Age_yrs","Length_cm","Month","Year"
"ATSEA",0.42,"F",4,42,5,2020
"ATSEA",1.19,"F",10,61,5,2020
"ATSEA",0.4,"F",3,41,6,2020
"ATSEA",0.49,"F",6,46,5,2020
"ATSEA",0.48,"F",4,43,6,2020
"ATSEA",0.47,"F",4,44,6,2020
"ATSEA",0.49,"M",6,45,6,2020
"ATSEA",0.58,"M",8,46,6,2020
"ATSEA",0.51,"F",6,44,6,2020
"ATSEA",0.41,"F",3,43,5,2020
"ATSEA",0.5,"M",10,46,5,2020
"ATSEA",0.52,"F",6,46,6,2020
"ATSEA",0.64,"F",9,47,6,2020
"ATSEA",0.45,"M",10,44,5,2020
"ATSEA",0.47,"F",4,42,5,2020
"ATSEA",0.54,"M",4,44,6,2020
"ATSEA",0.46,"F",4,43,6,2020
"ATSEA",0.54,"M",10,45,6,2020
"ATSEA",0.43,"M",4,44,6,2020
"ATSEA",0.44,"F",6,44,5,2020
"ATSEA",0.4,"M",4,42,5,2020
"ATSEA",0.54,"M",10,46,5,2020
"ATSEA",0.59,"M",8,47,5,2020
"ATSEA",0.67,"M",10,49,5,2020
"ATSEA",0.54,"F",4,46,5,2020
"ATSEA",0.58,"M",6,49,5,2020
"ATSEA",0.5,"F",6,45,5,2020
"ATSEA",0.52,"F",6,45,5,2020
"ATSEA",0.44,"M",4,41,6,2020
"ATSEA",0.43,"M",6,43,5,2020
"ATSEA",0.47,"M",6,46,5,2020
"ATSEA",0.48,"M",4,43,5,2020
"ATSEA",0.52,"M",6,44,6,2020
"ATSEA",0.58,"F",4,48,6,2020
"ATSEA",0.46,"F",4,42,5,2020
"ATSEA",0.4,"M",4,42,5,2020
"ATSEA",0.46,"M",6,43,5,2020
"ATSEA",0.58,"F",6,47,5,2020
"ATSEA",0.52,"M",4,45,6,2020
"ATSEA",0.99,"F",6,55,6,2020
"ATSEA",0.43,"F",4,43,5,2020
"ATSEA",0.5,"M",4,44,5,2020
"ATSEA",0.46,"M",4,43,6,2020
"ATSEA",0.58,"M",10,44,5,2020
"ATSEA",0.51,"F",4,45,6,2020
"ATSEA",0.44,"M",3,42,5,2020
"ATSEA",0.51,"F",12,46,6,2020
"ATSEA",0.6,"F",4,45,10,2020
"ATSEA",0.64,"M",6,46,10,2020
"ATSEA",0.59,"F",9,45,10,2020
"ATSEA",0.62,"M",6,45,10,2020
"ATSEA",0.58,"M",6,44,10,2020
"ATSEA",0.62,"F",4,46,11,2020
"ATSEA",0.6,"M",11,45,11,2020
"ATSEA",0.48,"F",10,44,5,2020
"ATSEA",0.35,"M",3,41,5,2020
"ATSEA",0.51,"M",6,44,6,2020
"ATSEA",0.43,"M",4,42,5,2020
"ATSEA",0.48,"M",4,44,5,2020
"ATSEA",0.42,"F",4,42,5,2020
"ATSEA",0.46,"F",6,46,5,2020
"ATSEA",0.58,"F",6,47,5,2020
"ATSEA",0.56,"F",4,47,5,2020
"ATSEA",0.48,"M",6,46,6,2020
"ATSEA",0.45,"F",3,42,6,2020
"ATSEA",0.3,"M",10,44,5,2020
"ATSEA",0.42,"M",4,43,6,2020
"ATSEA",0.47,"M",6,43,5,2020
"ATSEA",0.52,"F",4,44,6,2020
"ATSEA",0.42,"F",4,42,6,2020
"ATSEA",0.45,"F",4,42,5,2020
"ATSEA",0.41,"F",4,42,5,2020
"ATSEA",0.42,"M",6,41,5,2020
"ATSEA",0.48,"F",4,45,5,2020
"ATSEA",0.42,"M",4,43,5,2020
"ATSEA",0.46,"F",4,40,6,2020
"ATSEA",0.44,"F",6,43,6,2020
"ATSEA",0.65,"M",8,48,6,2020
"ATSEA",0.42,"F",4,47,6,2020
"ATSEA",0.63,"F",4,46,6,2020
"ATSEA",0.58,"M",6,46,6,2020
"ATSEA",0.4,"M",3,42,6,2020
"ATSEA",0.44,"M",4,43,5,2020
"ATSEA",0.43,"F",4,43,6,2020
"ATSEA",0.48,"M",5,41,6,2020
"ATSEA",0.52,"F",6,46,6,2020
"ATSEA",0.56,"F",6,46,5,2020
"ATSEA",0.43,"M",4,42,5,2020
"ATSEA",0.46,"F",6,45,6,2020
"ATSEA",0.48,"F",7,45,6,2020
"ATSEA",0.46,"F",6,45,6,2020
"ATSEA",0.55,"M",3,43,10,2020
"ATSEA",0.56,"M",6,43,10,2020
"ATSEA",0.61,"M",4,45,10,2020
"ATSEA",0.66,"M",4,46,10,2020
"ATSEA",0.48,"M",3,41,10,2020
"ATSEA",0.56,"M",4,42,11,2020
"ATSEA",0.58,"M",3,45,11,2020
"ATSEA",0.58,"F",4,46,10,2020
"ATSEA",0.6,"M",12,46,10,2020
"ATSEA",0.61,"M",4,45,11,2020
"ATSEA",0.54,"M",4,43,11,2020
"ATSEA",0.62,"M",4,46,11,2020
"ATSEA",0.53,"F",4,45,11,2020
"ATSEA",0.49,"F",4,44,5,2020
"ATSEA",0.56,"M",10,46,5,2020
"ATSEA",0.36,"F",3,40,5,2020
"ATSEA",0.46,"M",4,43,5,2020
"ATSEA",0.64,"F",6,47,5,2020
"ATSEA",0.42,"M",4,41,5,2020
"ATSEA",0.46,"F",4,43,6,2020
"ATSEA",0.45,"F",6,43,5,2020
"ATSEA",0.46,"F",4,45,5,2020
"ATSEA",0.45,"F",6,43,5,2020
"ATSEA",0.42,"F",5,42,5,2020
"ATSEA",0.51,"F",6,44,5,2020
"ATSEA",0.46,"M",6,43,5,2020
"ATSEA",0.42,"M",4,43,6,2020
"ATSEA",0.58,"F",4,46,6,2020
"ATSEA",0.87,"F",10,53,6,2020
"ATSEA",0.45,"F",4,44,6,2020
"ATSEA",0.48,"M",4,44,6,2020
"ATSEA",0.49,"M",6,45,5,2020
"ATSEA",0.5,"F",4,45,5,2020
"ATSEA",0.59,"F",6,47,6,2020
"ATSEA",0.46,"M",7,44,5,2020
"ATSEA",0.47,"M",4,43,6,2020
"ATSEA",0.58,"F",8,45,10,2020
"ATSEA",0.72,"F",4,47,10,2020
"ATSEA",0.57,"M",4,44,11,2020
"ATSEA",0.5,"M",6,43,9,2020
"ATSEA",0.58,"M",4,45,11,2020
"ATSEA",0.66,"M",7,46,11,2020
"ATSEA",0.68,"F",6,47,11,2020
"ATSEA",0.64,"M",10,44,11,2020
"ATSEA",0.38,"F",4,42,5,2020
"ATSEA",0.49,"M",6,45,5,2020
"ATSEA",0.45,"F",4,44,5,2020
"ATSEA",0.34,"M",6,42,5,2020
"ATSEA",0.44,"M",6,44,5,2020
"ATSEA",0.6,"F",10,49,6,2020
"ATSEA",0.54,"F",6,46,6,2020
"ATSEA",0.4,"M",4,42,5,2020
"ATSEA",0.58,"F",4,47,5,2020
"ATSEA",0.44,"M",6,44,6,2020
"ATSEA",0.43,"F",6,42,6,2020
"ATSEA",0.66,"F",4,49,5,2020
"ATSEA",0.51,"M",4,43,5,2020
"ATSEA",0.52,"M",3,45,5,2020
"ATSEA",0.48,"M",4,44,5,2020
"ATSEA",0.4,"F",4,41,5,2020
"ATSEA",0.54,"M",10,44,5,2020
"ATSEA",0.46,"M",4,43,6,2020
"ATSEA",0.4,"M",3,40,5,2020
"ATSEA",0.41,"F",3,41,6,2020
"ATSEA",0.68,"M",10,48,6,2020
"ATSEA",0.44,"F",4,43,6,2020
"ATSEA",0.45,"M",4,43,5,2020
"ATSEA",0.51,"M",6,45,5,2020
"ATSEA",0.5,"F",6,45,5,2020
"ATSEA",0.42,"M",4,42,5,2020
"ATSEA",0.47,"M",4,45,5,2020
"ATSEA",0.39,"F",4,41,6,2020
"ATSEA",0.48,"M",9,44,6,2020
"ATSEA",0.47,"M",4,43,6,2020
"ATSEA",0.46,"F",6,45,5,2020
"ATSEA",0.52,"M",6,45,5,2020
"ATSEA",0.6,"F",6,47,6,2020
"ATSEA",0.46,"F",4,42,5,2020
"ATSEA",0.43,"M",3,43,5,2020
"ATSEA",0.57,"M",4,45,10,2020
"ATSEA",0.59,"F",4,45,11,2020
"ATSEA",0.55,"F",4,44,11,2020
"ATSEA",0.5,"M",6,43,10,2020
"ATSEA",0.8,"F",9,49,10,2020
"ATSEA",0.55,"M",6,44,10,2020
"ATSEA",0.44,"M",4,42,11,2020
"ATSEA",0.64,"M",6,46,11,2020
"ATSEA",0.64,"F",6,44,9,2020
"ATSEA",0.58,"M",6,44,9,2020
"ATSEA",0.62,"M",6,46,11,2020
"ATSEA",0.49,"M",8,43,10,2020
"ATSEA",0.45,"M",4,42,11,2020
"ATSEA",0.62,"M",4,43,11,2020
"ATSEA",0.5,"M",6,45,10,2020
"ATSEA",0.54,"F",6,45,10,2020
"ATSEA",0.5,"M",4,42,10,2020
"ATSEA",0.48,"M",3,42,11,2020
"ATSEA",0.7,"F",10,50,5,2020
"ATSEA",0.39,"M",3,40,5,2020
"ATSEA",0.51,"M",4,46,5,2020
"ATSEA",0.57,"F",10,46,5,2020
"ATSEA",0.47,"F",3,45,5,2020
"ATSEA",0.45,"F",4,42,5,2020
"ATSEA",0.38,"M",4,39,5,2020
"ATSEA",0.5,"M",10,45,5,2020
"ATSEA",0.69,"F",9,49,7,2020
"ATSEA",0.49,"F",4,43,5,2020
"ATSEA",0.4,"M",10,43,6,2020
"ATSEA",0.44,"M",6,42,5,2020
"ATSEA",0.5,"F",4,43,6,2020
"ATSEA",0.68,"F",10,48,5,2020
"ATSEA",0.48,"F",4,43,5,2020
"ATSEA",0.46,"F",3,43,5,2020
"ATSEA",0.48,"M",4,43,6,2020
"ATSEA",0.43,"F",4,40,6,2020
"ATSEA",0.51,"F",6,45,6,2020
"ATSEA",0.45,"F",6,44,5,2020
"ATSEA",0.68,"F",11,52,5,2020
"ATSEA",0.42,"M",4,41,6,2020
"ATSEA",0.46,"F",10,43,6,2020
"ATSEA",0.42,"F",4,41,6,2020
"ATSEA",0.5,"F",6,45,6,2020
"ATSEA",0.72,"F",10,49,6,2020
"ATSEA",0.56,"M",10,46,6,2020
"ATSEA",0.39,"M",3,41,5,2020
"ATSEA",0.58,"F",6,45,6,2020
"ATSEA",0.44,"F",4,43,6,2020
"ATSEA",0.55,"M",6,45,6,2020
"ATSEA",0.5,"F",4,44,6,2020
"ATSEA",0.56,"F",6,45,5,2020
"ATSEA",0.51,"F",4,45,6,2020
"ATSEA",0.51,"F",4,44,6,2020
"ATSEA",0.46,"M",4,43,5,2020
"ATSEA",0.42,"F",4,42,5,2020
"ATSEA",0.44,"M",4,42,6,2020
"ATSEA",0.52,"M",3,45,6,2020
"ATSEA",0.45,"M",6,43,6,2020
"ATSEA",0.56,"M",10,46,5,2020
"ATSEA",0.55,"M",6,46,5,2020
"ATSEA",0.41,"M",4,42,5,2020
"ATSEA",0.49,"F",4,43,5,2020
"ATSEA",0.46,"F",4,44,6,2020
"ATSEA",0.52,"F",3,42,10,2020
"ATSEA",0.58,"M",4,43,10,2020
"ATSEA",0.55,"F",4,43,11,2020
"ATSEA",0.54,"M",10,44,11,2020
"ATSEA",0.61,"M",4,46,10,2020
"ATSEA",0.65,"M",8,44,10,2020
"ATSEA",0.68,"M",4,45,11,2020
"ATSEA",0.55,"M",6,43,11,2020
"ATSEA",0.58,"M",10,46,11,2020
"ATSEA",0.56,"F",6,46,11,2020
"ATSEA",0.46,"M",4,43,5,2020
"ATSEA",0.4,"F",4,42,5,2020
"ATSEA",0.34,"M",6,43,5,2020
"ATSEA",0.53,"F",6,45,6,2020
"ATSEA",0.62,"M",10,47,6,2020
"ATSEA",0.43,"M",4,43,5,2020
"ATSEA",0.44,"F",4,44,5,2020
"ATSEA",0.57,"F",6,47,6,2020
"ATSEA",0.5,"F",6,45,6,2020
"ATSEA",0.46,"F",3,43,5,2020
"ATSEA",0.54,"M",8,47,5,2020
"ATSEA",0.46,"M",6,43,5,2020
"ATSEA",0.34,"M",3,37,5,2020
"ATSEA",0.41,"M",4,43,5,2020
"ATSEA",0.52,"M",6,45,6,2020
"ATSEA",0.48,"M",10,45,6,2020
"ATSEA",0.5,"F",4,43,6,2020
"ATSEA",0.54,"F",6,46,5,2020
"ATSEA",0.44,"M",4,43,5,2020
"ATSEA",0.54,"F",6,46,5,2020
"ATSEA",0.52,"M",4,43,5,2020
"ATSEA",0.48,"F",8,44,5,2020
"ATSEA",0.49,"M",7,46,5,2020
"ATSEA",0.46,"F",4,43,6,2020
"ATSEA",0.47,"M",4,43,6,2020
"ATSEA",0.43,"M",4,41,6,2020
"ATSEA",0.52,"M",10,44,6,2020
"ATSEA",0.48,"F",3,43,5,2020
"ATSEA",0.47,"F",4,44,5,2020
"ATSEA",0.48,"M",6,45,5,2020
"ATSEA",0.46,"F",6,43,6,2020
"ATSEA",0.44,"M",3,42,6,2020
"ATSEA",0.51,"F",4,45,6,2020
"ATSEA",0.54,"F",10,45,6,2020
"ATSEA",0.5,"M",6,44,6,2020
"ATSEA",0.37,"M",3,41,5,2020
"ATSEA",0.51,"F",6,45,5,2020
"ATSEA",0.46,"F",4,44,6,2020
"ATSEA",0.46,"M",6,45,6,2020
"ATSEA",0.45,"F",4,44,5,2020
"ATSEA",0.51,"M",4,43,6,2020
"ATSEA",0.51,"M",12,45,6,2020
"ATSEA",0.52,"F",4,44,6,2020
"ATSEA",0.47,"F",4,43,6,2020
"ATSEA",0.41,"M",4,42,5,2020
"ATSEA",0.46,"F",6,45,5,2020
"ATSEA",0.42,"F",4,43,5,2020
"ATSEA",0.4,"F",4,42,5,2020
"ATSEA",0.48,"F",3,42,7,2020
"ATSEA",0.42,"F",6,43,5,2020
"ATSEA",0.44,"M",4,42,6,2020
"ATSEA",0.54,"M",6,47,5,2020
"ATSEA",0.48,"M",4,43,5,2020
"ATSEA",0.49,"F",4,43,5,2020
"ATSEA",0.38,"M",4,40,6,2020
"ATSEA",0.62,"F",6,46,6,2020
"ATSEA",0.54,"M",6,47,5,2020
"ATSEA",0.48,"F",4,43,5,2020
"ATSEA",0.48,"F",4,44,6,2020
"ATSEA",0.44,"F",4,42,6,2020
"ATSEA",0.5,"M",10,45,5,2020
"ATSEA",0.45,"F",4,41,6,2020
"ATSEA",0.44,"M",4,40,6,2020
"ATSEA",0.4,"F",3,40,6,2020
"ATSEA",0.55,"F",6,47,5,2020
"ATSEA",0.54,"M",10,44,5,2020
"ATSEA",0.49,"F",5,44,5,2020
"ATSEA",0.56,"F",9,46,6,2020
"ATSEA",0.58,"F",7,46,6,2020
"ATSEA",0.62,"M",6,46,6,2020
"ATSEA",0.41,"F",4,43,6,2020
"ATSEA",0.55,"F",4,43,6,2020
"ATSEA",0.37,"F",4,42,5,2020
"ATSEA",0.5,"F",4,45,6,2020
"ATSEA",0.41,"M",3,42,6,2020
"ATSEA",0.49,"M",4,44,6,2020
"ATSEA",0.52,"F",6,45,6,2020
"ATSEA",0.44,"F",4,42,5,2020
"ATSEA",0.51,"F",6,45,6,2020
"ATSEA",0.4,"F",6,41,5,2020
"ATSEA",0.43,"M",4,42,6,2020
"ATSEA",0.58,"F",10,43,10,2020
"ATSEA",0.56,"M",4,45,10,2020
"ATSEA",0.76,"M",7,48,11,2020
"ATSEA",0.52,"M",4,43,10,2020
"ATSEA",0.58,"F",4,44,11,2020
"ATSEA",0.62,"F",6,45,9,2020
"ATSEA",0.72,"F",6,46,10,2020
"ATSEA",0.64,"M",10,47,10,2020
"ATSEA",0.52,"F",4,44,10,2020
"ATSEA",0.64,"M",6,45,11,2020
"ATSEA",0.56,"M",6,44,11,2020
"ATSEA",0.65,"M",6,44,11,2020
"ATSEA",0.56,"M",10,45,6,2020
"ATSEA",0.39,"F",8,42,5,2020
"ATSEA",0.44,"M",6,44,5,2020
"ATSEA",0.62,"F",10,46,6,2020
"ATSEA",0.54,"F",4,44,6,2020
"ATSEA",0.57,"F",7,49,6,2020
"ATSEA",0.3,"M",3,43,5,2020
"ATSEA",0.57,"F",4,47,6,2020
"ATSEA",0.52,"F",3,43,5,2020
"ATSEA",0.44,"M",4,43,5,2020
"ATSEA",0.5,"M",6,43,5,2020
"ATSEA",0.52,"M",6,44,5,2020
"ATSEA",0.46,"F",4,43,5,2020
"ATSEA",0.46,"M",6,46,5,2020
"ATSEA",0.42,"F",6,44,6,2020
"ATSEA",0.48,"M",6,44,6,2020
"ATSEA",0.51,"M",6,45,5,2020
"ATSEA",0.43,"F",4,43,5,2020
"ATSEA",0.53,"M",6,44,5,2020
"ATSEA",0.48,"M",4,43,6,2020
"ATSEA",0.64,"F",10,47,6,2020
"ATSEA",0.45,"F",4,41,6,2020
"ATSEA",0.44,"M",4,43,5,2020
"ATSEA",0.55,"F",4,44,5,2020
"ATSEA",0.47,"M",6,45,5,2020
"ATSEA",0.56,"M",10,46,5,2020
"ATSEA",0.43,"F",4,42,6,2020
"ATSEA",0.91,"F",9,54,6,2020
"ATSEA",0.52,"M",10,46,6,2020
"ATSEA",0.48,"M",6,45,5,2020
"ATSEA",0.58,"M",10,46,6,2020
"ATSEA",1.01,"M",14,55,6,2020
"ATSEA",0.6,"M",6,47,6,2020
"ATSEA",0.56,"M",10,48,6,2020
"ATSEA",0.54,"M",10,47,5,2020
"ATSEA",0.71,"F",10,50,6,2020
"ATSEA",0.5,"M",8,46,6,2020
"ATSEA",0.54,"F",6,46,6,2020
"ATSEA",0.35,"F",4,40,5,2020
"ATSEA",0.5,"M",10,47,5,2020
"ATSEA",0.43,"M",4,43,6,2020
"ATSEA",0.6,"M",10,48,5,2020
"ATSEA",0.46,"M",6,42,5,2020
"ATSEA",0.47,"M",4,45,5,2020
"ATSEA",0.45,"M",4,44,5,2020
"ATSEA",0.58,"M",6,47,5,2020
"ATSEA",0.51,"F",4,44,6,2020
"ATSEA",0.38,"F",3,39,5,2020
"ATSEA",0.46,"M",6,45,5,2020
"ATSEA",0.5,"M",5,47,5,2020
"ATSEA",0.52,"M",6,46,5,2020
"ATSEA",0.48,"M",4,44,5,2020
"ATSEA",0.54,"M",10,45,5,2020
"ATSEA",0.87,"F",6,52,6,2020
"ATSEA",0.45,"M",3,43,5,2020
"ATSEA",0.42,"F",4,43,5,2020
"ATSEA",0.5,"M",6,44,5,2020
"ATSEA",0.52,"F",6,47,6,2020
"ATSEA",0.52,"M",10,42,6,2020
"ATSEA",0.42,"M",3,42,6,2020
"ATSEA",0.39,"M",4,39,5,2020
"ATSEA",0.5,"F",4,45,6,2020
"ATSEA",0.86,"F",6,50,10,2020
"ATSEA",0.63,"F",6,44,10,2020
"ATSEA",0.64,"M",4,45,11,2020
"ATSEA",0.54,"M",4,45,11,2020
"ATSEA",0.76,"F",6,47,11,2020
"ATSEA",0.44,"F",5,43,5,2020
"ATSEA",0.4,"M",4,42,5,2020
"ATSEA",0.4,"M",4,43,5,2020
"ATSEA",0.56,"F",3,45,6,2020
"ATSEA",0.38,"M",4,41,6,2020
"ATSEA",0.63,"M",10,50,6,2020
"ATSEA",0.65,"F",4,45,5,2020
"ATSEA",0.4,"F",4,42,5,2020
"ATSEA",0.34,"F",4,38,5,2020
"ATSEA",0.39,"M",8,44,5,2020
"ATSEA",0.5,"M",6,44,5,2020
"ATSEA",0.42,"M",4,43,5,2020
"ATSEA",0.4,"M",4,41,5,2020
"ATSEA",0.46,"M",4,43,5,2020
"ATSEA",0.47,"F",4,43,5,2020
"ATSEA",0.52,"F",4,43,5,2020
"ATSEA",0.42,"F",4,42,5,2020
"ATSEA",0.56,"F",9,49,5,2020
"ATSEA",0.42,"M",6,43,6,2020
"ATSEA",0.43,"M",4,43,6,2020
"ATSEA",0.84,"M",6,51,5,2020
"ATSEA",0.44,"F",3,42,6,2020
"ATSEA",0.36,"M",4,40,6,2020
"ATSEA",0.5,"M",10,44,5,2020
"ATSEA",0.5,"M",6,44,6,2020
"ATSEA",0.43,"F",6,43,5,2020
"ATSEA",0.54,"F",10,46,5,2020
"ATSEA",0.52,"F",4,46,5,2020
"ATSEA",0.52,"M",6,46,5,2020
"ATSEA",0.42,"F",4,41,6,2020
"ATSEA",0.42,"M",10,44,6,2020
"ATSEA",0.55,"F",8,45,6,2020
"ATSEA",0.45,"M",4,43,6,2020
"ATSEA",0.42,"M",4,42,5,2020
"ATSEA",0.48,"M",4,43,6,2020
"ATSEA",0.52,"M",10,46,6,2020
"ATSEA",0.35,"M",3,40,5,2020
"ATSEA",0.43,"M",6,43,5,2020
"ATSEA",0.52,"F",4,44,5,2020
"ATSEA",0.47,"M",4,44,5,2020
"ATSEA",0.44,"F",4,42,6,2020
"ATSEA",0.42,"M",4,41,6,2020
"ATSEA",0.62,"F",4,45,10,2020
"ATSEA",0.6,"M",6,44,11,2020
"ATSEA",0.68,"M",10,48,11,2020
"ATSEA",0.59,"M",4,44,10,2020
"ATSEA",0.61,"F",6,43,11,2020
"ATSEA",0.58,"F",10,45,10,2020
"ATSEA",0.5,"F",4,42,10,2020
"ATSEA",0.58,"F",10,45,11,2020
"ATSEA",0.49,"M",6,43,6,2020
"ATSEA",0.42,"F",3,41,5,2020
"ATSEA",0.47,"M",6,43,5,2020
"ATSEA",0.51,"M",4,45,6,2020
"ATSEA",0.6,"F",6,48,6,2020
"ATSEA",0.48,"M",6,44,5,2020
"ATSEA",0.38,"M",4,40,5,2020
"ATSEA",0.56,"F",10,47,6,2020
"ATSEA",0.48,"F",6,42,5,2020
"ATSEA",0.44,"F",4,41,5,2020
"ATSEA",0.54,"M",4,47,5,2020
"ATSEA",0.44,"F",7,42,6,2020
"ATSEA",0.43,"F",4,42,6,2020
"ATSEA",0.5,"F",4,45,5,2020
"ATSEA",0.46,"M",4,44,5,2020
"ATSEA",0.44,"M",4,44,5,2020
"ATSEA",0.56,"M",6,45,5,2020
"ATSEA",0.46,"F",4,42,6,2020
"ATSEA",0.46,"F",4,41,6,2020
"ATSEA",0.38,"F",3,41,5,2020
"ATSEA",0.32,"M",3,36,5,2020
"ATSEA",0.51,"F",3,45,5,2020
"ATSEA",0.45,"F",4,42,5,2020
"ATSEA",0.46,"F",6,43,5,2020
"ATSEA",0.5,"M",4,43,6,2020
"ATSEA",0.44,"M",4,42,6,2020
"ATSEA",0.51,"F",6,44,6,2020
"ATSEA",0.64,"F",10,50,6,2020
"ATSEA",0.6,"F",10,47,6,2020
"ATSEA",0.49,"M",6,44,5,2020
"ATSEA",0.52,"M",10,45,5,2020
"ATSEA",0.5,"M",6,45,5,2020
"ATSEA",0.46,"M",6,45,5,2020
"ATSEA",0.45,"F",10,45,6,2020
"ATSEA",0.46,"M",6,45,6,2020
"ATSEA",0.47,"F",4,43,6,2020
"ATSEA",0.49,"F",5,44,6,2020
"ATSEA",0.58,"F",4,46,5,2020
"ATSEA",0.56,"M",6,46,6,2020
"ATSEA",0.62,"M",10,46,6,2020
"ATSEA",0.7,"M",10,50,5,2020
"ATSEA",0.49,"M",4,43,6,2020
"ATSEA",0.49,"M",6,45,5,2020
"ATSEA",0.43,"M",4,41,5,2020
"ATSEA",0.42,"M",4,42,6,2020
"ATSEA",0.46,"M",4,42,6,2020
"ATSEA",0.5,"M",10,45,6,2020
"ATSEA",0.5,"M",4,43,6,2020
"ATSEA",0.57,"F",6,46,6,2020
"ATSEA",0.44,"F",4,43,6,2020
"ATSEA",0.35,"M",3,41,5,2020
"ATSEA",1.01,"F",6,55,6,2020
"ATSEA",0.37,"M",4,40,5,2020
"ATSEA",0.41,"M",3,41,6,2020
"ATSEA",0.47,"M",6,44,6,2020
"ATSEA",0.49,"F",4,42,5,2020
"ATSEA",0.48,"F",3,43,5,2020
"ATSEA",0.5,"M",6,45,5,2020
"ATSEA",0.45,"F",4,43,5,2020
"ATSEA",0.47,"M",4,44,5,2020
"ATSEA",0.54,"F",7,46,6,2020
"ATSEA",0.4,"M",3,41,6,2020
"ATSEA",0.55,"F",4,46,5,2020
"ATSEA",0.53,"F",6,45,5,2020
"ATSEA",0.49,"M",6,44,5,2020
"ATSEA",0.47,"F",6,43,5,2020
"ATSEA",0.57,"M",10,45,6,2020
"ATSEA",0.4,"M",6,40,6,2020
"ATSEA",0.55,"F",8,46,5,2020
"ATSEA",0.48,"M",6,43,5,2020
"ATSEA",0.46,"M",4,44,5,2020
"ATSEA",0.48,"M",6,43,5,2020
"ATSEA",0.5,"M",6,44,5,2020
"ATSEA",0.5,"F",6,45,5,2020
"ATSEA",0.52,"M",6,47,5,2020
"ATSEA",0.58,"M",10,47,6,2020
"ATSEA",0.46,"F",6,43,6,2020
"ATSEA",0.5,"M",6,45,6,2020
"ATSEA",0.56,"M",4,47,6,2020
"ATSEA",0.52,"F",4,46,5,2020
"ATSEA",0.44,"M",10,44,6,2020
"ATSEA",0.46,"F",4,42,6,2020
"ATSEA",0.56,"F",4,45,6,2020
"ATSEA",0.4,"M",4,42,6,2020
"ATSEA",0.51,"M",9,44,5,2020
"ATSEA",0.46,"F",4,43,6,2020
"ATSEA",0.52,"F",4,46,6,2020
"ATSEA",0.45,"F",3,43,6,2020
"ATSEA",0.46,"M",6,41,9,2020
"ATSEA",0.8,"M",10,49,10,2020
"ATSEA",0.88,"M",10,45,10,2020
"ATSEA",0.56,"M",4,42,10,2020
"ATSEA",0.67,"M",6,46,11,2020
"ATSEA",0.6,"F",3,45,10,2020
"ATSEA",0.65,"F",4,44,10,2020
"ATSEA",0.56,"M",4,44,11,2020
"ATSEA",0.55,"M",6,43,11,2020
"ATSEA",0.56,"M",6,45,11,2020
"ATSEA",0.75,"F",6,48,11,2020
"ATSEA",0.64,"M",4,45,11,2020
"ATSEA",0.54,"F",6,46,5,2020
"ATSEA",0.48,"M",4,43,5,2020
"ATSEA",0.52,"M",6,45,5,2020
"ATSEA",0.51,"M",4,44,6,2020
"ATSEA",0.42,"F",4,43,7,2020
"ATSEA",0.53,"M",6,45,5,2020
"ATSEA",0.45,"F",6,42,5,2020
"ATSEA",0.48,"F",6,42,5,2020
"ATSEA",0.46,"M",6,43,5,2020
"ATSEA",0.42,"F",4,43,5,2020
"ATSEA",0.49,"M",4,46,5,2020
"ATSEA",0.5,"F",6,46,5,2020
"ATSEA",0.43,"F",3,42,6,2020
"ATSEA",0.56,"F",6,48,6,2020
"ATSEA",0.46,"M",4,42,5,2020
"ATSEA",0.52,"M",10,45,5,2020
"ATSEA",0.54,"M",7,45,5,2020
"ATSEA",0.58,"F",6,46,6,2020
"ATSEA",0.42,"M",4,42,6,2020
"ATSEA",0.43,"M",6,42,5,2020
"ATSEA",0.61,"F",10,48,5,2020
"ATSEA",0.53,"M",10,46,5,2020
"ATSEA",0.45,"M",3,42,5,2020
"ATSEA",0.38,"F",4,40,5,2020
"ATSEA",0.47,"M",4,44,5,2020
"ATSEA",0.38,"M",4,40,5,2020
"ATSEA",0.38,"M",4,41,5,2020
"ATSEA",0.5,"F",4,42,5,2020
"ATSEA",0.46,"M",10,45,6,2020
"ATSEA",0.47,"F",4,43,6,2020
"ATSEA",0.79,"F",6,52,6,2020
"ATSEA",0.51,"F",4,46,6,2020
"ATSEA",0.46,"M",4,44,6,2020
"ATSEA",0.63,"F",12,49,5,2020
"ATSEA",0.58,"M",10,47,5,2020
"ATSEA",0.46,"F",4,44,5,2020
"ATSEA",0.58,"F",6,45,6,2020
"ATSEA",0.6,"M",11,47,10,2020
"ATSEA",0.51,"M",4,44,10,2020
"ATSEA",0.63,"M",10,47,10,2020
"ATSEA",0.7,"M",10,46,10,2020
"ATSEA",0.44,"M",6,43,10,2020
"ATSEA",0.58,"F",3,45,11,2020
"ATSEA",0.57,"M",4,43,10,2020
"ATSEA",0.55,"M",4,43,11,2020
"ATSEA",0.61,"M",6,45,10,2020
"ATSEA",0.62,"M",6,44,11,2020
"ATSEA",0.64,"M",6,46,11,2020
"ATSEA",0.86,"M",6,53,5,2020
"ATSEA",0.34,"F",4,42,5,2020
"ATSEA",0.45,"F",4,42,5,2020
"ATSEA",0.48,"F",5,45,5,2020
"ATSEA",0.38,"F",6,42,5,2020
"ATSEA",0.5,"M",6,42,5,2020
